x	rho	u	p	e	rho_Ex	u_Ex	p_Ex	e_Ex
0.435	0.0250862	-0.0692419	0.00383708	0.3823910.0266723	-0.0708349	0.00250349	0.234652
0.445	0.02331	-0.0448381	0.0035719	0.3830860.0228276	-0.0152793	0.00201328	0.220488
0.455	0.0220218	-0.0282201	0.00338212	0.3839510.0218521	0	0.00189387	0.216669
0.465	0.0211573	-0.0182042	0.00324959	0.383980.0218521	0	0.00189387	0.216669
0.475	0.0206646	-0.0122921	0.00316507	0.3829090.0218521	0	0.00189387	0.216669
0.485	0.0204953	-0.00954565	0.00313145	0.3819720.0218521	0	0.00189387	0.216669
0.495	0.0207449	-0.0094412	0.00312581	0.3766960.0218521	0	0.00189387	0.216669
0.505	0.0205657	-0.0132402	0.00307441	0.3737290.0218521	0	0.00189387	0.216669
0.515	0.0203425	-0.0189377	0.00298664	0.3670450.0218521	0	0.00189387	0.216669
0.525	0.020358	-0.020917	0.00292605	0.3593230.0218521	0	0.00189387	0.216669
0.535	0.0208002	-0.0257957	0.00281161	0.337930.0218521	0	0.00189387	0.216669
0.545	0.021357	-0.0366825	0.00265438	0.3107160.0218521	0	0.00189387	0.216669
0.555	0.0216051	-0.0460718	0.00254426	0.2944050.0228276	0.0152793	0.00201328	0.220488
0.565	0.0217228	-0.0477385	0.00250784	0.2886170.0266723	0.0708349	0.00250349	0.234652
0.575	0.0220559	-0.0369837	0.00257456	0.2918230.0310184	0.12639	0.00309263	0.249257
0.585	0.0234186	-0.00288693	0.00283757	0.3029180.0359135	0.181946	0.00379683	0.264304
0.595	0.0264949	0.0557191	0.00337597	0.3185490.0414079	0.237502	0.00463422	0.279791
0.605	0.0308878	0.122097	0.00411713	0.3332330.0475551	0.293057	0.00562518	0.295719
0.615	0.0362256	0.189685	0.00502525	0.3468030.0544116	0.348613	0.00679248	0.312088
0.625	0.0424827	0.257868	0.00612089	0.3601990.0620372	0.404168	0.00816155	0.328898
0.635	0.0497438	0.326256	0.00743737	0.3737840.0704946	0.459724	0.00976065	0.346148
0.645	0.0581112	0.394411	0.00901127	0.3876730.0798503	0.515279	0.0116211	0.36384
0.655	0.0676831	0.462007	0.010882	0.4019460.090174	0.570835	0.0137776	0.381973
0.665	0.0785547	0.528853	0.0130931	0.4166860.101539	0.62639	0.0162684	0.400546
0.675	0.0908164	0.594849	0.0156923	0.4319780.114022	0.681946	0.0191356	0.419561
0.685	0.104549	0.659949	0.018731	0.4479010.127703	0.737502	0.0224255	0.439016
0.695	0.11982	0.724141	0.0222637	0.4645240.142668	0.793057	0.0261888	0.458913
0.705	0.136686	0.787434	0.0263476	0.4819020.159003	0.848613	0.0304809	0.47925
0.715	0.155189	0.849849	0.0310424	0.5000750.176802	0.904168	0.0353623	0.500028
0.725	0.175363	0.911414	0.0364098	0.5190640.196159	0.959724	0.040899	0.521247
0.735	0.197236	0.972162	0.042514	0.5388710.217177	1.01528	0.0471628	0.542907
0.745	0.220837	1.03213	0.0494213	0.5594780.239959	1.07083	0.0542315	0.565008
0.755	0.246195	1.09134	0.057201	0.5808510.264613	1.12639	0.0621894	0.58755
0.765	0.27335	1.14983	0.0659251	0.6029370.291254	1.18195	0.0711281	0.610533
0.775	0.302353	1.20764	0.075669	0.6256680.319999	1.2375	0.0811461	0.633956
0.785	0.333266	1.2648	0.0865118	0.6489690.350969	1.29306	0.09235	0.657821
0.795	0.366164	1.32134	0.0985365	0.6727620.384293	1.34861	0.104854	0.682126
0.805	0.401129	1.37729	0.11183	0.6969690.4201	1.40417	0.118783	0.706873
0.815	0.438248	1.43268	0.126482	0.7215210.458529	1.45972	0.134268	0.73206
0.825	0.477608	1.48752	0.142586	0.7463570.49972	1.51528	0.151453	0.757688
0.835	0.519287	1.54182	0.160237	0.7714270.543819	1.57083	0.170489	0.783758
0.845	0.563347	1.59557	0.179524	0.7966850.590978	1.62639	0.19154	0.810268
0.855	0.60981	1.64873	0.200526	0.8220820.641353	1.68195	0.214781	0.837219
0.865	0.658629	1.70119	0.223286	0.8475420.695106	1.7375	0.240398	0.86461
0.875	0.709584	1.75271	0.247764	0.8729190.752405	1.79306	0.268591	0.892443
0.885	0.762042	1.80272	0.273694	0.8978950.813421	1.84861	0.299572	0.920717
0.895	0.814562	1.85008	0.300368	0.9218690.878333	1.90417	0.333567	0.949432
0.905	0.865281	1.89355	0.326781	0.9441470.947325	1.95972	0.370816	0.978587
0.915	0.911586	1.93148	0.351439	0.9638121	2	0.4	1
0.925	0.949926	1.96177	0.372251	0.9796831	2	0.4	1
0.935	0.977079	1.98267	0.387215	0.9907461	2	0.4	1
0.945	0.992276	1.99419	0.395677	0.9968911	2	0.4	1
0.955	0.998341	1.99876	0.399071	0.9993341	2	0.4	1
0.965	0.999832	1.99987	0.399906	0.9999331	2	0.4	1
0.975	1	2	0.4	11	2	0.4	1
0.985	1	2	0.4	11	2	0.4	1
0.995	1	2	0.4	11	2	0.4	1
